,asset,chrtagnt,clcode,effdate,fdicregn,name,trust,total_violations,unique_violations,year,decade,violation,no_violation
17629,118823.0,OCC,33,08/31/2022,Atlanta,"First Federal Bank, A FSB",0.0,2.0,2.0,2022,2020,1.0,0.0
17630,341873.0,STATE,35,12/14/1990,Dallas,Bancplus Savings Association,0.0,3.0,3.0,1990,1990,1.0,0.0
17653,130604.0,OTS,33,12/16/2005,Chicago,Peoples Federal Savings Bank,0.0,1.0,1.0,2005,2000,1.0,0.0
17661,120517.0,OCC,33,01/01/2013,Chicago,Central Kentucky Federal Savings Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
17695,164568.0,STATE,42,06/01/2011,New York,North Penn Bank,0.0,2.0,2.0,2011,2010,1.0,0.0
17696,2150148.0,OCC,33,08/31/2022,New York,Ponce Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
17702,237876.0,OTS,33,12/07/1996,Atlanta,First Federal Bank,0.0,1.0,1.0,1996,1990,1.0,0.0
17705,82164.0,OCC,37,08/31/2022,Chicago,First Federal Savings and Loan Association,0.0,1.0,1.0,2022,2020,1.0,0.0
17706,159590.0,OCC,34,08/31/2022,Dallas,"Greeneville Federal Bank, FSB",0.0,3.0,3.0,2022,2020,1.0,0.0
17714,242460.0,OCC,33,08/22/2011,Kansas City,Queen City Federal Savings Bank,0.0,1.0,1.0,2011,2010,1.0,0.0
17727,416228.0,STATE,13,08/31/2022,Atlanta,LifeStore Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
17729,96660.0,OTS,33,04/13/1998,Atlanta,"Regions Bank, FSB",0.0,1.0,1.0,1998,1990,1.0,0.0
17736,6890.0,STATE,36,02/20/2009,New York,Canisteo Savings and Loan Association,0.0,1.0,1.0,2009,2000,1.0,0.0
17743,2892072.0,OTS,33,01/10/1992,Atlanta,"Perpetual Savings Bank, FSB",1.0,1.0,1.0,1992,1990,1.0,0.0
17771,112226.0,STATE,85,09/30/2020,Chicago,New Buffalo Savings Bank,0.0,2.0,2.0,2020,2020,1.0,0.0
17778,538258.0,STATE,21,11/05/2010,New York,K Bank,0.0,1.0,1.0,2010,2010,1.0,0.0
17792,10886.0,OTS,33,06/14/1991,Chicago,"First Commerce Bank, A FSB",0.0,1.0,1.0,1991,1990,1.0,0.0
17799,29327.0,OTS,38,06/21/2007,New York,Golden Prague Federal Savings and Loan Association,0.0,2.0,2.0,2007,2000,1.0,0.0
17810,2153690.0,OTS,37,01/21/2011,Dallas,United Western Bank,0.0,2.0,2.0,2011,2010,1.0,0.0
17811,389843.0,STATE,13,10/10/2015,Atlanta,Shore Bank,0.0,1.0,1.0,2015,2010,1.0,0.0
17824,70178.0,OTS,33,01/07/1994,Chicago,"Heart of Illinois Bank, F.S.B.",0.0,2.0,2.0,1994,1990,1.0,0.0
17827,28248.0,OTS,33,01/15/1997,Chicago,Home Federal Savings Bank,0.0,1.0,1.0,1997,1990,1.0,0.0
17831,3644048.0,OCC,34,08/31/2022,Atlanta,First Federal Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
17833,4782218.0,OTS,37,12/31/2000,San Francisco,"World Savings and Loan Association, A Federal Savings and Loan Associati",0.0,1.0,1.0,2000,2000,1.0,0.0
17841,272521.0,OTS,33,02/11/1994,Atlanta,"FloridaBank, A Federal Savings Bank",0.0,1.0,1.0,1994,1990,1.0,0.0
17850,13408.0,OTS,33,02/14/2004,New York,Dollar Savings Bank,0.0,15.0,15.0,2004,2000,1.0,0.0
17855,1052496.0,OTS,33,04/02/1995,Atlanta,"Ameribanc Savings Bank, FSB",0.0,1.0,1.0,1995,1990,1.0,0.0
17874,9125.0,STATE,36,10/17/2008,New York,Elk County Savings and Loan Association,0.0,2.0,2.0,2008,2000,1.0,0.0
17899,176450.0,OTS,33,10/01/2007,Chicago,"Cardunal Savings Bank, FSB",0.0,1.0,1.0,2007,2000,1.0,0.0
17914,703762.0,OCC,3,08/31/2022,Atlanta,"Axiom Bank, National Association",0.0,2.0,2.0,2022,2020,1.0,0.0
17937,140907.0,STATE,35,08/31/2022,Atlanta,"1st Federal Savings Bank of SC, Inc.",0.0,1.0,1.0,2022,2020,1.0,0.0
17938,73110.0,OTS,37,10/31/1997,Atlanta,First Federal Savings and Loan Association of Chilton County,0.0,1.0,1.0,1997,1990,1.0,0.0
17946,148616.0,OCC,33,07/03/2013,New York,Roebling Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
17978,40485.0,OTS,33,08/24/2000,Atlanta,"Dominion Savings Bank, F.S.B.",0.0,10.0,10.0,2000,2000,1.0,0.0
17999,39383.0,OTS,38,05/08/1991,New York,First Federal Savings and Loan Association,0.0,1.0,1.0,1991,1990,1.0,0.0
18009,8837584.0,OTS,33,03/01/1998,San Francisco,"Coast Federal Bank, Federal Savings Bank",0.0,1.0,1.0,1998,1990,1.0,0.0
18011,145365.0,STATE,21,08/31/2022,Atlanta,First Fidelity Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
18021,167109.0,STATE,13,08/31/2022,Kansas City,Progressive Ozark Bank,1.0,1.0,1.0,2022,2020,1.0,0.0
18029,463840.0,OCC,33,04/27/2012,Kansas City,"Inter Savings Bank, fsb  D/B/A  Interbank,  fsb",0.0,6.0,6.0,2012,2010,1.0,0.0
18050,57517.0,OTS,33,11/05/2008,Atlanta,Security Bank,0.0,6.0,6.0,2008,2000,1.0,0.0
18057,378751.0,OTS,33,12/09/1996,Atlanta,"Regions Bank, F.S.B.",0.0,3.0,3.0,1996,1990,1.0,0.0
18065,55112.0,STATE,35,06/09/2006,Chicago,The Mercantile Savings Bank,0.0,1.0,1.0,2006,2000,1.0,0.0
18081,1717520.0,OTS,33,10/21/1992,New York,Standard Federal Savings Bank,1.0,1.0,1.0,1992,1990,1.0,0.0
18085,24299.0,STATE,35,03/16/1990,Kansas City,Sun Savings Bank,0.0,1.0,1.0,1990,1990,1.0,0.0
18091,46230.0,OTS,38,09/30/1994,Kansas City,First Federal Savings and Loan Association of Hastings,0.0,1.0,1.0,1994,1990,1.0,0.0
18092,188705.0,STATE,21,10/13/2018,New York,Colombo Bank,0.0,4.0,4.0,2018,2010,1.0,0.0
18096,12947.0,STATE,36,08/14/2009,New York,Dwelling House Savings and Loan Association,0.0,12.0,12.0,2009,2000,1.0,0.0
18097,17375.0,STATE,36,01/11/1991,New York,Connecticut Savings and Loan Association,0.0,1.0,1.0,1991,1990,1.0,0.0
18112,29046.0,STATE,35,01/31/1993,Kansas City,Home Trust Savings and Loan Association,0.0,1.0,1.0,1993,1990,1.0,0.0
18116,10947.0,STATE,81,06/30/1997,Atlanta,First Commonwealth Savings Bank FSB,0.0,1.0,1.0,1997,1990,1.0,0.0
18120,19259.0,OCC,38,01/20/2012,New York,American Eagle Savings Bank,0.0,3.0,3.0,2012,2010,1.0,0.0
18126,223248.0,STATE,35,08/30/1991,New York,Homestead Savings Association,0.0,2.0,2.0,1991,1990,1.0,0.0
18132,425492.0,STATE,41,07/31/2012,New York,First Star Bank,0.0,1.0,1.0,2012,2010,1.0,0.0
18164,9448.0,OTS,38,08/20/2010,Atlanta,Imperial Savings and Loan Association,0.0,11.0,11.0,2010,2010,1.0,0.0
18177,28992.0,OTS,33,07/31/1998,New York,Fajardo Federal Savings Bank,0.0,3.0,3.0,1998,1990,1.0,0.0
18205,248839.0,STATE,35,02/23/1990,Dallas,Texasbanc Savings Association,0.0,1.0,1.0,1990,1990,1.0,0.0
18209,94195.0,OTS,33,05/08/1992,Atlanta,Shenandoah Federal Savings Bank,0.0,1.0,1.0,1992,1990,1.0,0.0
18218,18256.0,STATE,41,01/03/1997,Chicago,"Litchfield Community Savings, S.B.",0.0,1.0,1.0,1997,1990,1.0,0.0
18221,66086.0,STATE,35,08/31/1989,San Francisco,Home Savings Bank,0.0,2.0,2.0,1989,1980,1.0,0.0
18261,93679.0,STATE,21,08/31/2022,Dallas,RiverBank,1.0,6.0,6.0,2022,2020,1.0,0.0
18307,467894.0,OTS,33,12/01/1994,New York,Citizens Savings Bank FSB,0.0,2.0,2.0,1994,1990,1.0,0.0
18311,30486.0,OTS,33,12/31/1995,Dallas,Sun World Federal Savings Bank,0.0,1.0,1.0,1995,1990,1.0,0.0
18312,35536.0,OTS,33,04/11/1996,Chicago,"American Fidelity Bank, FSB",0.0,1.0,1.0,1996,1990,1.0,0.0
18313,441753.0,OTS,33,11/04/1994,Chicago,"Republic Savings Bank, FSB",1.0,9.0,9.0,1994,1990,1.0,0.0
18316,139771.0,STATE,21,08/31/2022,Dallas,Greater State Bank,0.0,7.0,7.0,2022,2020,1.0,0.0
18325,521998.0,OTS,33,07/31/1998,New York,"First Home Savings Bank, F.S.B.",0.0,1.0,1.0,1998,1990,1.0,0.0
18351,493555.0,OTS,37,05/26/1994,Dallas,"Equity Bank for Savings, F.A.",1.0,2.0,2.0,1994,1990,1.0,0.0
18369,6128.0,STATE,36,01/31/1987,New York,Anthracite Building and Loan Association,0.0,1.0,1.0,1987,1980,1.0,0.0
18372,28807.0,OTS,33,06/24/1993,Dallas,Eagle Federal Bank for Savings,0.0,3.0,3.0,1993,1990,1.0,0.0
18381,271536.0,OCC,33,08/31/2022,Atlanta,"Interamerican Bank, A FSB",0.0,1.0,1.0,2022,2020,1.0,0.0
18400,837383.0,STATE,13,08/31/2022,Dallas,Financial Federal Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
18409,20161.0,OTS,37,12/03/1993,Dallas,Republic Federal Savings and Loan Association,0.0,1.0,1.0,1993,1990,1.0,0.0
18426,111038.0,OCC,33,08/31/2022,Dallas,"Grand Bank for Savings, FSB",0.0,1.0,1.0,2022,2020,1.0,0.0
18429,81003.0,STATE,21,12/31/2008,Dallas,First Bank and Trust of Mississippi,0.0,2.0,2.0,2008,2000,1.0,0.0
18467,145072.0,STATE,41,01/01/2023,Atlanta,CBL State Savings Bank,0.0,1.0,1.0,2023,2020,1.0,0.0
18471,240966.0,STATE,35,01/04/1990,Dallas,First Guaranty Bank for Savings,0.0,1.0,1.0,1990,1990,1.0,0.0
18478,124725.0,OTS,37,11/10/2000,New York,Nutmeg Federal Savings and Loan Association,0.0,1.0,1.0,2000,2000,1.0,0.0
18482,33779.0,STATE,35,04/19/1991,Dallas,Mercantile Savings Bank,0.0,1.0,1.0,1991,1990,1.0,0.0
18490,24275.0,OTS,33,11/02/2001,Dallas,The Federal Savings Bank of Evangeline Parish,0.0,2.0,2.0,2001,2000,1.0,0.0
18503,36010.0,STATE,35,02/09/1990,Dallas,Colorado Savings and Loan Association,0.0,1.0,1.0,1990,1990,1.0,0.0
18513,6078748.0,OCC,33,08/31/2022,New York,TrustCo Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
18522,1552939.0,OCC,33,01/14/2017,New York,"Lake Sunapee Bank, FSB",1.0,1.0,1.0,2017,2010,1.0,0.0
18534,714574.0,STATE,21,07/30/2010,San Francisco,LibertyBank,0.0,1.0,1.0,2010,2010,1.0,0.0
18546,50245.0,OTS,33,03/31/2006,Kansas City,"Central West End Bank, A Federal Savings Bank",0.0,3.0,3.0,2006,2000,1.0,0.0
18553,130720.0,OTS,33,11/30/2001,San Francisco,"Del Amo Savings Bank, FSB",0.0,1.0,1.0,2001,2000,1.0,0.0
18567,161556.0,OCC,38,08/31/2022,New York,Slovenian Savings and Loan Association of Franklin-Conemaugh,0.0,1.0,1.0,2022,2020,1.0,0.0
18593,79030.0,STATE,41,08/31/2022,Dallas,"Angelina Savings Bank, SSB",0.0,1.0,1.0,2022,2020,1.0,0.0
18597,295333.0,STATE,21,03/01/2020,Dallas,Progressive Savings Bank,0.0,1.0,1.0,2020,2020,1.0,0.0
18601,261726.0,STATE,13,08/31/2022,Dallas,United Bank,0.0,5.0,5.0,2022,2020,1.0,0.0
18606,355501.0,OTS,33,11/16/1989,Atlanta,"General Bank, A Federal Savings Bank",0.0,8.0,8.0,1989,1980,1.0,0.0
18614,71979.0,OTS,37,04/18/1997,Atlanta,"Firstate Financial, F.A.",0.0,1.0,1.0,1997,1990,1.0,0.0
18644,209991.0,STATE,35,07/29/1997,San Francisco,Hancock Savings Bank,0.0,2.0,2.0,1997,1990,1.0,0.0
18648,1260354.0,STATE,21,04/24/2009,San Francisco,First Bank of Beverly Hills,0.0,5.0,5.0,2009,2000,1.0,0.0
18652,254759.0,STATE,13,09/11/2004,Atlanta,Guaranty Bank,0.0,1.0,1.0,2004,2000,1.0,0.0
18654,259724.0,OTS,33,02/09/1995,Atlanta,"PRESIDENTIAL BANK, F.S.B.",0.0,1.0,1.0,1995,1990,1.0,0.0
18671,2214549.0,STATE,35,10/15/1991,Dallas,"Oak Tree Savings Bank, S.S.B.",0.0,11.0,11.0,1991,1990,1.0,0.0
18677,84667.0,OTS,33,10/01/1998,San Francisco,First Global Bank Federal Savings Bank,0.0,1.0,1.0,1998,1990,1.0,0.0
18680,2507789.0,OTS,33,06/27/1997,Dallas,MidFirst Bank,0.0,2.0,2.0,1997,1990,1.0,0.0
18685,5898515.0,STATE,21,02/27/2015,New York,Doral Bank,1.0,1.0,1.0,2015,2010,1.0,0.0
18689,3689416.0,OTS,33,11/30/1998,New York,"ALBANK, FSB",0.0,1.0,1.0,1998,1990,1.0,0.0
18694,922548.0,OTS,33,03/18/2006,San Francisco,Standard Bank,0.0,3.0,3.0,2006,2000,1.0,0.0
18696,161641.0,OTS,33,07/10/1998,Atlanta,"Anchor Savings Bank, F.S.B.",0.0,1.0,1.0,1998,1990,1.0,0.0
18704,380790.0,OTS,33,01/17/2003,New York,"Savings Bank of the Finger Lakes, FSB",0.0,2.0,2.0,2003,2000,1.0,0.0
18720,401294.0,STATE,41,08/31/2022,Dallas,"Shelby Savings Bank, SSB",0.0,4.0,4.0,2022,2020,1.0,0.0
18721,41886.0,STATE,35,09/10/1993,San Francisco,Amador Valley Savings and Loan Association,0.0,8.0,8.0,1993,1990,1.0,0.0
18730,381486.0,OTS,33,11/01/1996,San Francisco,"Topa Savings Bank, FSB",0.0,6.0,6.0,1996,1990,1.0,0.0
18734,145485.0,STATE,13,03/01/2010,San Francisco,Community Banks of Northern California,0.0,4.0,4.0,2010,2010,1.0,0.0
18736,56769.0,STATE,35,01/31/1992,San Francisco,Butte Savings and Loan Association,0.0,1.0,1.0,1992,1990,1.0,0.0
18748,16386.0,STATE,35,03/27/1998,Kansas City,"First Savings and Loan Association of South Dakota, Inc.",0.0,1.0,1.0,1998,1990,1.0,0.0
18752,866459.0,OTS,33,08/20/2010,San Francisco,Los Padres Bank,0.0,4.0,4.0,2010,2010,1.0,0.0
18754,1795420.0,OTS,33,12/18/2009,Atlanta,Peoples First Community Bank,1.0,3.0,3.0,2009,2000,1.0,0.0
18760,21622295.0,STATE,13,08/31/2022,San Francisco,Pacific Premier Bank,0.0,4.0,4.0,2022,2020,1.0,0.0
18767,638581.0,STATE,35,12/06/1991,San Francisco,Guardian Savings and Loan Association,0.0,4.0,4.0,1991,1990,1.0,0.0
18777,110419000.0,OCC,33,08/31/2022,Dallas,USAA Federal Savings Bank,1.0,6.0,6.0,2022,2020,1.0,0.0
18780,281348.0,STATE,21,05/01/2003,Atlanta,First Georgia Bank,0.0,1.0,1.0,2003,2000,1.0,0.0
18785,253495.0,OTS,33,07/01/1995,San Francisco,"International Savings Bank, F.S.B.",0.0,1.0,1.0,1995,1990,1.0,0.0
18798,139454.0,OCC,33,08/09/2019,New York,Chinatown Federal Savings Bank,0.0,1.0,1.0,2019,2010,1.0,0.0
18801,1607372.0,OCC,33,03/24/2018,Atlanta,Gibraltar Private Bank & Trust Co.,1.0,3.0,3.0,2018,2010,1.0,0.0
18803,102977.0,OTS,37,06/29/1990,New York,Charter Federal Savings and Loan Association,0.0,1.0,1.0,1990,1990,1.0,0.0
18807,213205.0,OCC,3,10/30/2009,San Francisco,"Bank USA, National Association",0.0,4.0,4.0,2009,2000,1.0,0.0
18808,110644.0,OTS,33,12/31/1997,San Francisco,"First Bank of Beverly Hills, FSB",0.0,5.0,5.0,1997,1990,1.0,0.0
18814,50532.0,OTS,33,09/13/1991,Dallas,Davy Crockett Federal Savings Bank,0.0,1.0,1.0,1991,1990,1.0,0.0
18817,13127.0,STATE,35,12/31/1993,New York,Sentry Savings and Loan Association,0.0,1.0,1.0,1993,1990,1.0,0.0
18823,2442858.0,OCC,33,08/31/2022,Chicago,"Sterling Bank and Trust, FSB",0.0,4.0,4.0,2022,2020,1.0,0.0
18832,41550.0,STATE,35,11/14/1997,Dallas,"First Commercial Bank, SSB",0.0,1.0,1.0,1997,1990,1.0,0.0
18834,1202137.0,OCC,33,08/31/2022,Chicago,"Liberty Savings Bank, F.S.B.",1.0,4.0,4.0,2022,2020,1.0,0.0
18836,59403.0,OTS,33,12/08/1992,Atlanta,Palm Beach Federal Savings Bank,0.0,1.0,1.0,1992,1990,1.0,0.0
18839,13111463.0,OTS,33,05/21/2009,Atlanta,"BankUnited, FSB",0.0,2.0,2.0,2009,2000,1.0,0.0
18844,94823.0,STATE,13,10/22/2010,Atlanta,Progress Bank of Florida,0.0,1.0,1.0,2010,2010,1.0,0.0
18850,325884.0,OCC,33,08/31/2022,New York,Abacus Federal Savings Bank,0.0,5.0,5.0,2022,2020,1.0,0.0
18854,73400.0,OCC,33,03/26/2018,New York,Wawel Bank,0.0,2.0,2.0,2018,2010,1.0,0.0
18856,93138.0,STATE,35,05/31/1997,San Francisco,US Community Savings Bank,0.0,1.0,1.0,1997,1990,1.0,0.0
18858,1960018.0,OTS,37,09/30/1988,Dallas,Guaranty Federal Savings and Loan Association,0.0,1.0,1.0,1988,1980,1.0,0.0
18859,331556.0,OCC,33,10/04/2019,Dallas,Preferred Bank,0.0,2.0,2.0,2019,2010,1.0,0.0
18860,585656.0,OCC,33,11/01/2013,Atlanta,Acacia Federal Savings Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
18861,755923.0,OTS,33,11/13/2009,Atlanta,"Century Bank, a Federal Savings Bank",0.0,5.0,5.0,2009,2000,1.0,0.0
18865,452283.0,OTS,33,06/01/2011,Atlanta,First Community Bank of America,0.0,5.0,5.0,2011,2010,1.0,0.0
18870,210528.0,OTS,33,05/24/2001,San Francisco,"Bank of Stockdale, F.S.B.",0.0,1.0,1.0,2001,2000,1.0,0.0
18871,1464127.0,OTS,33,12/18/2009,Atlanta,New South Federal Savings Bank,1.0,2.0,2.0,2009,2000,1.0,0.0
18876,240251.0,OTS,33,07/16/2010,Atlanta,Turnberry Bank,0.0,2.0,2.0,2010,2010,1.0,0.0
18880,36484.0,STATE,41,05/23/2014,Chicago,Columbia Savings Bank,0.0,1.0,1.0,2014,2010,1.0,0.0
18884,606153.0,OTS,33,07/31/2009,Chicago,Peoples Community Bank,0.0,3.0,3.0,2009,2000,1.0,0.0
18891,36426.0,STATE,36,09/12/2014,Chicago,The Home Building and Loan Company,0.0,11.0,11.0,2014,2010,1.0,0.0
18892,3217178.0,STATE,35,08/31/2022,Chicago,Union Savings Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
18907,410396.0,OTS,33,05/07/1993,Chicago,Charter Oak Federal Savings Bank,0.0,4.0,4.0,1993,1990,1.0,0.0
18908,159630.0,STATE,35,01/31/1987,Chicago,Midwest Savings Association,0.0,9.0,9.0,1987,1980,1.0,0.0
18915,21712.0,OTS,33,05/03/2004,Dallas,Allied Houston Bank,0.0,6.0,6.0,2004,2000,1.0,0.0
18921,30628.0,STATE,35,08/16/1996,Dallas,Firstbanc Savings of Texas,0.0,2.0,2.0,1996,1990,1.0,0.0
18923,18493587.0,OTS,33,07/30/2009,Atlanta,"Chevy Chase Bank, F.S.B.",1.0,1.0,1.0,2009,2000,1.0,0.0
18924,8443364.0,OCC,33,01/01/2020,Kansas City,Mutual of Omaha Bank,1.0,1.0,1.0,2020,2020,1.0,0.0
18927,319176.0,OCC,33,01/01/2016,New York,American Bank,0.0,15.0,15.0,2016,2010,1.0,0.0
18928,61232.0,STATE,35,11/29/2013,Dallas,Union Savings Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
18930,187366.0,OTS,33,03/16/1990,Dallas,"First America Savings Bank, FSB",0.0,1.0,1.0,1990,1990,1.0,0.0
18937,2790988.0,OCC,3,11/02/2007,Atlanta,"R-G Crown Bank, National Association",0.0,3.0,3.0,2007,2000,1.0,0.0
18939,1572770.0,OTS,33,12/04/1992,New York,Second National Federal Savings Bank,0.0,1.0,1.0,1992,1990,1.0,0.0
18942,604045.0,STATE,13,02/15/2014,New York,Baltimore County Savings Bank,0.0,1.0,1.0,2014,2010,1.0,0.0
18948,161430.0,STATE,41,10/14/2011,Atlanta,"Blue Ridge Savings Bank, Inc.",0.0,1.0,1.0,2011,2010,1.0,0.0
18952,331846.0,OCC,33,05/10/2013,New York,"The Washington Savings Bank, FSB",0.0,3.0,3.0,2013,2010,1.0,0.0
18961,326035.0,OCC,33,08/31/2022,New York,"Eastern Savings Bank, FSB",0.0,5.0,5.0,2022,2020,1.0,0.0
18963,186104.0,OCC,33,10/01/2014,Atlanta,Bank of Atlanta,0.0,1.0,1.0,2014,2010,1.0,0.0
18964,817787.0,OCC,33,08/31/2022,New York,"Presidential Bank, FSB",1.0,1.0,1.0,2022,2020,1.0,0.0
18968,1113906.0,OCC,33,11/01/2021,New York,"SEVERN SAVINGS BANK, FSB DBA SEVERN BANK",0.0,1.0,1.0,2021,2020,1.0,0.0
18969,140063.0,OCC,37,05/30/2014,New York,Slavie Federal Savings Bank,0.0,1.0,1.0,2014,2010,1.0,0.0
18970,77215.0,STATE,21,09/11/2015,New York,Fairmount Bank,0.0,2.0,2.0,2015,2010,1.0,0.0
18972,135673.0,STATE,21,12/05/2015,New York,Regal Bank & Trust,0.0,1.0,1.0,2015,2010,1.0,0.0
